no_of_locations,no_of_conditions,enrollment,no_of_arms,no_of_drug_interventions,no_of_behavioral_interventions,no_of_procedural_interventions,no_of_biological_interventions,no_of_device_interventions,no_of_dietary_interventions,no_of_other_interventions,adverseEventDataAvailable,no_of_combination_product_interventions,no_of_diagnostic_test_interventions,no_of_genetic_interventions,no_of_radiation_interventions,min_age,max_age,total_dropout_rate,no_of_primary_outcomes,no_of_secondary_outcomes,has_result,phase_MISSING,phase_PHASE1,phase_PHASE2,phase_PHASE3,phase_PHASE4,sponsor_FED,sponsor_INDIV,sponsor_INDUSTRY,sponsor_NIH,sponsor_OTHER,sponsor_OTHER_GOV,allocation_encoded,intervention_model_CROSSOVER,intervention_model_FACTORIAL,intervention_model_PARALLEL,intervention_model_SEQUENTIAL,intervention_model_SINGLE_GROUP,masking_DOUBLE,masking_NONE,masking_QUADRUPLE,masking_TRIPLE,male,female,trail_length
1,2,20,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,4354
1,2,50,2,2,0,0,0,0,0,0,0,0,0,0,0,30,80,-1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,971
1,2,33,2,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,2522
1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,2242
8,2,130,2,2,0,0,0,0,0,0,0,0,0,0,0,19,74,-1,1,7,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,338
1,2,15,3,0,1,2,0,0,0,0,0,0,0,0,0,21,64,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,4459
2,2,92,2,2,0,0,0,0,0,0,0,0,0,0,0,20,80,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,2863
1,2,144,2,2,0,0,0,0,0,0,0,0,0,0,0,18,84,-1,1,21,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1647
2,1,22,2,2,0,0,0,0,0,0,0,0,0,0,0,18,99,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1273
1,3,58,2,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1,4,56,2,1,0,0,0,0,0,1,0,0,0,0,0,40,69,-1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1828
1,3,70,2,5,0,0,0,0,0,0,0,0,0,0,0,18,50,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,2541
1,3,155,2,6,0,0,0,0,0,0,0,0,0,0,0,18,50,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,3299
1,2,26,1,1,0,0,0,0,0,0,0,0,0,0,0,18,45,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1854
1,3,84,1,3,0,0,0,0,0,0,0,0,0,0,0,18,55,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,406
6,2,31,2,2,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,548
1,2,25,2,1,0,1,0,0,0,0,0,0,0,0,0,18,75,-1,1,11,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1503
112,1,386,6,6,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,1,15,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2826
1,3,48,2,2,0,0,0,0,0,0,0,0,0,0,0,20,55,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,175
1,3,44,4,2,0,0,0,0,0,0,0,0,0,0,0,20,55,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1426
3,2,48,3,3,0,0,0,0,0,0,0,0,0,0,0,40,75,-1,1,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,3
1,3,25,2,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,5,11,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,14
1,2,30,2,2,0,0,0,0,0,0,0,0,0,0,0,35,70,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1065
6,3,56,2,1,0,0,0,0,0,0,0,0,0,0,0,18,85,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1609
87,2,75,2,2,0,0,0,0,0,0,0,0,0,0,0,18,85,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,4447
90,2,349,2,2,0,0,0,0,0,0,0,0,0,0,0,18,85,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,4453
4,3,226,2,2,0,0,0,0,0,0,0,0,0,0,0,20,80,-1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1
1,3,170,2,4,0,0,0,0,0,0,0,0,0,0,0,18,64,-1,2,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,338
1,3,45,2,2,0,0,0,0,0,0,0,0,0,0,0,18,50,-1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1631
1,3,83,2,6,0,0,0,0,0,0,0,0,0,0,0,18,55,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1113
1,3,161,8,8,0,0,0,0,0,0,0,0,0,0,0,18,55,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1786
1,2,13,2,3,0,0,0,0,0,0,0,0,0,0,0,40,65,-1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,508
4,3,71,2,1,0,0,0,0,0,0,0,0,0,0,0,18,85,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1587
1,3,101,3,4,0,0,0,0,0,0,0,0,0,0,0,18,50,-1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,854
1,3,96,4,3,0,0,0,0,0,0,0,0,0,0,0,18,60,-1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1505
1,2,104,2,1,0,0,0,0,0,0,0,0,0,0,0,30,75,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,148
1,3,30,3,1,0,0,0,0,0,2,0,0,0,1,0,18,59,-1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,2
1,2,24,2,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1822
1,2,26,2,1,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,4
1,4,10,1,0,0,1,0,0,0,0,0,0,0,0,0,18,55,-1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1358
4,3,110,2,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,4,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,291
21,2,200,2,1,0,0,0,0,0,1,0,0,0,0,0,30,95,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,837
4,3,23,4,4,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1653
1,1,90,2,2,0,0,0,0,0,0,0,0,0,0,0,18,64,-1,2,8,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1114
1,2,64,2,2,0,0,0,0,0,0,0,0,0,0,0,21,80,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,717
1,1,40,3,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1103
2,2,74,2,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1
1,2,30,5,0,0,0,0,0,5,0,0,0,0,0,0,18,75,-1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,560
17,1,91,2,2,0,0,0,0,0,0,0,0,0,0,0,30,75,-1,1,12,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,630
1,3,124,2,0,0,0,0,0,0,2,0,0,0,0,0,30,75,-1,1,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,9
9,1,612,3,3,0,0,0,0,0,0,0,0,0,0,0,40,80,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,4431
1,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0,20,65,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1016
1,2,500,2,1,0,0,0,1,0,0,0,0,0,0,0,18,70,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0
1,2,16,2,2,0,0,0,0,0,0,0,0,0,0,0,35,75,-1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,379
1,3,34,2,0,0,0,0,0,0,1,0,0,0,0,0,35,80,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,454
23,2,188,5,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,3,13,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,653
65,2,247,5,5,0,0,0,0,0,0,0,0,0,0,0,18,79,-1,1,20,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,630
20,3,91,2,0,0,0,1,0,0,1,0,0,0,0,0,18,70,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1992
31,3,170,2,1,0,0,0,0,0,1,0,0,0,0,0,18,80,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,4462
15,3,110,2,1,0,0,0,0,0,1,0,0,0,0,0,18,70,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2161
1,2,25,2,2,0,0,0,0,0,0,0,0,0,0,0,40,65,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,729
1,2,76,2,2,0,0,0,0,0,0,0,0,0,0,0,20,65,-1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,2171
1,2,68,2,1,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,2,6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,736
1,2,32,2,2,0,0,0,0,0,0,0,0,0,0,0,18,55,-1,1,12,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1829
2,2,30,2,0,0,0,2,0,0,0,0,0,0,0,0,50,85,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1268
1,4,54,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,2,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,780
1,2,120,3,0,0,0,0,0,0,1,0,0,0,0,0,13,19,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1651
1,2,150,3,1,1,1,0,0,0,0,0,0,0,0,0,35,65,-1,1,6,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1015
48,1,200,2,2,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,647
1,1,100,3,1,0,0,0,0,0,0,0,0,0,0,0,35,60,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
29,2,300,3,3,0,0,0,0,0,0,0,0,0,0,0,35,70,-1,1,6,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,4697
1,2,40,2,0,0,0,0,0,2,0,0,0,0,0,0,25,35,-1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,678
19,1,4373,2,2,0,0,0,0,0,0,0,0,0,0,0,35,75,-1,1,9,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2362
1,3,68,2,1,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,6
1,2,66,2,2,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,1,13,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1001
1,2,20,2,2,0,0,0,0,0,0,0,0,0,0,0,25,65,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1257
1,3,440,2,2,0,0,0,0,0,0,0,0,0,0,0,50,65,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,293
9,1,40,2,2,0,0,0,0,0,0,0,0,0,0,0,30,80,-1,1,24,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,691
83,2,332,3,3,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,4342
1,1,40,3,4,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,3444
1,1,27,3,3,0,0,0,0,0,0,0,0,0,0,0,18,64,-1,6,7,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,193
1,1,16,2,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,592
1,2,120,2,2,0,0,0,0,0,0,0,0,0,0,0,45,80,-1,1,8,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,2324
1,2,16,2,1,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,567
1,2,22,2,2,0,0,0,0,0,0,0,0,0,0,0,30,70,-1,2,8,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,824
2,2,62,2,3,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,1,13,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1832
1,1,30,2,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,305
1,2,26,2,2,0,0,0,0,0,0,0,0,0,0,0,45,75,-1,1,9,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1160
53,1,305,1,1,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1396
2,1,130,4,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1255
1,2,159,2,1,0,0,0,0,0,0,0,0,0,0,0,19,80,-1,1,9,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1125
1,1,240,2,1,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,984
1,1,36,2,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,5
1,2,24,4,2,0,0,0,0,0,1,0,0,0,0,0,35,80,-1,2,7,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,755
16,2,83,2,0,0,1,1,0,0,0,0,0,0,0,0,30,80,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3050
1,1,16,4,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,3,4,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,237
1,2,103,2,0,0,0,2,0,0,0,0,0,0,0,0,20,65,-1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,2273
1,1,44,2,2,0,0,0,0,0,0,0,0,0,0,0,18,64,-1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,539
1,1,158,2,2,0,0,0,0,0,0,0,0,0,0,0,30,69,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,20
3,2,546,6,6,0,0,0,0,0,0,0,0,0,0,0,18,64,-1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,947
15,1,102,3,3,0,0,0,0,0,0,0,0,0,0,0,40,80,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,3259
1,2,202,2,1,0,0,0,0,0,0,0,0,0,0,0,30,75,-1,1,11,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2429
2,1,80,2,2,0,0,0,0,0,0,0,0,0,0,0,18,64,-1,1,15,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,458
1,1,29,2,2,0,0,0,0,0,0,0,0,0,0,0,40,80,-1,1,9,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1389
3,3,62,1,1,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2983
1,4,77,2,0,2,0,0,0,0,0,0,0,0,0,0,30,65,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1378
1,1,12,5,4,0,0,0,0,0,0,0,0,0,0,0,30,70,-1,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,770
57,2,125,2,2,0,0,0,0,0,0,0,0,0,0,0,18,85,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,3556
1,2,216,2,2,0,0,0,0,0,0,0,0,0,0,0,20,79,-1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1064
1,2,100,2,2,0,0,0,0,0,0,0,0,0,0,0,40,70,-1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1541
3,2,71,2,0,0,0,0,0,2,0,0,0,0,0,0,18,75,-1,1,10,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1040
1,1,30,2,1,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,46
2,2,90,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,2623
1,1,28,1,1,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1448
1,2,63,3,2,0,0,0,0,0,0,0,0,0,0,0,18,69,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,847
1,3,4449,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1590
3,1,60,3,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,2,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,916
2,2,70,3,2,0,0,0,0,0,0,0,0,0,0,0,18,55,-1,1,26,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,684
1,2,66,2,1,0,0,0,0,0,1,0,0,0,0,0,30,65,-1,1,15,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1464
1,1,22,2,1,0,0,0,0,0,1,0,0,0,0,0,18,75,-1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1791
1,1,37,2,2,0,0,0,0,0,0,0,0,0,0,0,18,64,-1,1,7,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1262
1,2,18,2,3,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1555
1,3,64,4,4,0,0,0,0,0,0,0,0,0,0,0,18,55,-1,1,24,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,575
1,1,60,2,2,0,0,0,0,0,0,0,0,0,0,0,8,11,-1,4,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1024
1,2,41,2,2,0,0,0,0,0,0,0,0,0,0,0,18,85,-1,2,10,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1761
1,2,70,2,1,0,0,0,0,0,1,0,0,0,0,0,45,80,-1,1,18,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1146
18,1,121,3,3,0,0,0,0,0,0,0,0,0,0,0,30,75,-1,1,44,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,677
1,1,36,3,3,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,9,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,152
1,1,72,2,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1770
2,1,39,2,2,0,0,0,0,0,0,0,0,0,0,0,40,70,-1,1,11,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1006
1,1,24,6,4,0,0,0,0,0,0,0,0,0,0,0,20,55,-1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,741
1,1,42,2,0,0,0,0,0,2,0,0,0,0,0,0,20,75,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,146
40,1,239,3,3,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,4535
1,1,41,2,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,2,5,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,559
1,1,32,2,2,0,0,0,0,0,0,0,0,0,0,0,40,70,-1,1,9,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1029
1,1,156,5,1,0,0,0,0,0,0,0,0,0,0,0,18,64,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1002
1,1,582,2,2,0,0,0,0,0,0,0,0,0,0,0,21,70,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1379
1,1,36,2,2,0,0,0,0,0,0,0,0,0,0,0,18,64,-1,2,7,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,209
1,2,15,4,2,0,0,0,0,0,0,0,0,0,0,0,40,70,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,981
1,1,30,2,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0
1,2,278,6,1,0,0,0,0,0,0,0,0,0,0,0,18,64,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,500
1,2,274,6,1,0,0,0,0,0,0,0,0,0,0,0,18,64,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1089
18,2,38,3,3,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3971
1,1,51,2,0,0,0,0,0,1,0,0,0,0,0,0,18,85,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,382
